Time (Sec);S2;S11;S14;S5;S7;
0.0;19160.0;100.0;100.0;100.0;100.0;
0.10333333333333333;19160.0;100.0;100.0;100.0;100.0;
0.20333333333333334;19160.0;100.0;100.0;100.0;100.0;
0.30333333333333334;19160.0;100.0;100.0;100.0;100.0;
0.4033333333333333;19160.0;100.0;100.0;100.0;100.0;
0.5033333333333333;19160.0;100.0;100.0;100.0;100.0;
0.6033333333333333;19160.0;100.0;100.0;100.0;100.0;
0.7033333333333333;19160.0;100.0;100.0;100.0;100.0;
0.8033333333333332;19160.0;100.0;100.0;100.0;100.0;
0.9033333333333332;19160.0;100.0;100.0;100.0;100.0;
1.0033333333333332;19160.0;100.0;100.0;100.0;100.0;
1.1033333333333333;19160.0;100.0;100.0;100.0;100.0;
1.2033333333333334;19160.0;99.9999;99.9999;99.9999;99.9999;
1.3033333333333335;19160.0;99.9999;99.9999;99.9999;99.9999;
1.4033333333333335;19160.0;99.9999;99.9999;99.9999;99.9999;
1.5033333333333336;19160.0;99.9999;99.9999;99.9999;99.9999;
1.6033333333333337;19160.0;99.9999;99.9999;99.9999;99.9999;
1.7033333333333338;19160.0;99.9999;99.9999;99.9999;99.9999;
1.803333333333334;19160.0;99.9999;99.9999;99.9999;99.9999;
1.903333333333334;19160.0;99.9999;99.9999;99.9999;99.9999;
2.003333333333334;19160.0;99.9999;99.9999;99.9999;99.9999;
2.103333333333334;19160.0;99.9999;99.9999;99.9999;99.9999;
2.203333333333334;19160.0;99.9999;99.9999;99.9999;99.9999;
2.303333333333334;19160.0;99.9998;99.9998;99.9998;99.9998;
2.403333333333334;19160.0;99.9998;99.9998;99.9998;99.9998;
2.5033333333333343;19160.0;99.9998;99.9998;99.9998;99.9998;
2.6033333333333344;19160.0;99.9998;99.9998;99.9998;99.9998;
2.7033333333333345;19160.0;99.9998;99.9998;99.9998;99.9998;
2.8033333333333346;19160.0;99.9998;99.9998;99.9998;99.9998;
2.9033333333333347;19160.0;99.9998;99.9998;99.9998;99.9998;
3.0033333333333347;19160.0;99.9998;99.9998;99.9998;99.9998;
3.103333333333335;19160.0;99.9998;99.9998;99.9998;99.9998;
3.203333333333335;19160.0;99.9998;99.9998;99.9998;99.9998;
3.303333333333335;19160.0;99.9998;99.9998;99.9998;99.9998;
3.403333333333335;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
3.503333333333335;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
3.6033333333333353;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
3.7033333333333354;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
3.8033333333333355;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
3.9033333333333355;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
4.003333333333336;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
4.103333333333335;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
4.203333333333335;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
4.303333333333335;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
4.403333333333334;19160.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;
4.503333333333335;19160.0;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;
4.603333333333335;19160.0;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;
4.703333333333335;19160.0;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;
4.803333333333335;19160.0;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;
4.903333333333334;19160.0;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;
5.003333333333334;19160.0;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;
5.1033333333333335;19160.0;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;
5.203333333333333;19160.0;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;
5.303333333333333;19160.0;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;
5.403333333333332;19160.0;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;
5.503333333333332;19160.0;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;
5.603333333333333;19160.0;99.99949999999998;99.99949999999998;99.99949999999998;99.99949999999998;
5.703333333333333;19160.0;99.99949999999998;99.99949999999998;99.99949999999998;99.99949999999998;
5.803333333333333;19160.0;99.99949999999998;99.99949999999998;99.99949999999998;99.99949999999998;
5.903333333333332;19160.0;99.99949999999998;99.99949999999998;99.99949999999998;99.99949999999998;
6.0000000000000036;19160.0;99.99949999999998;99.99949999999998;99.99949999999998;99.99949999999998;
6.103333333333332;19160.0;99.99949999999998;99.99949999999998;99.99949999999998;99.99949999999998;
6.203333333333331;19160.0;99.99949999999998;99.99949999999998;99.99949999999998;99.99949999999998;
6.303333333333331;19160.0;99.99949999999998;99.99949999999998;99.99949999999998;99.99949999999998;
6.403333333333331;19160.0;99.99949999999998;99.99949999999998;99.99949999999998;99.99949999999998;
6.50333333333333;19160.0;99.99949999999998;99.99949999999998;99.99949999999998;99.99949999999998;
6.60333333333333;19160.0;99.99949999999998;99.99949999999998;99.99949999999998;99.99949999999998;
6.7033333333333305;19160.0;99.86300319999998;99.86300319999998;99.99939999999998;99.99939999999998;
6.803333333333331;19160.0;99.86300319999998;99.86300319999998;99.99939999999998;99.99939999999998;
6.903333333333331;19160.0;99.86300319999998;99.86300319999998;99.99939999999998;99.99939999999998;
7.00333333333333;19160.0;99.86300319999998;99.86300319999998;99.99939999999998;99.99939999999998;
7.10333333333333;19160.0;99.86300319999998;99.86300319999998;99.99939999999998;99.99939999999998;
7.20333333333333;19160.0;99.86300319999998;99.86300319999998;99.99939999999998;99.99939999999998;
7.303333333333329;19160.0;99.86300319999998;99.86300319999998;99.99939999999998;99.99939999999998;
7.403333333333329;19160.0;99.86300319999998;99.86300319999998;99.99939999999998;99.99939999999998;
7.5033333333333285;19160.0;99.86300319999998;99.86300319999998;99.99939999999998;99.99939999999998;
7.603333333333328;19160.0;99.86300319999998;99.86300319999998;99.99939999999998;99.99939999999998;
7.703333333333328;19160.0;99.86300319999998;99.86300319999998;99.99939999999998;99.99939999999998;
7.803333333333328;19160.0;99.72650639999998;99.72650639999998;99.99929999999998;99.99929999999998;
7.903333333333329;19160.0;99.72650639999998;99.72650639999998;99.99929999999998;99.99929999999998;
8.003333333333329;19160.0;99.72650639999998;99.72650639999998;99.99929999999998;99.99929999999998;
8.103333333333328;19160.0;99.72650639999998;99.72650639999998;99.99929999999998;99.99929999999998;
8.203333333333328;19160.0;99.72650639999998;99.72650639999998;99.99929999999998;99.99929999999998;
8.303333333333327;19160.0;99.72650639999998;99.72650639999998;99.99929999999998;99.99929999999998;
8.403333333333327;19160.0;99.72650639999998;99.72650639999998;99.99929999999998;99.99929999999998;
8.503333333333327;19160.0;99.72650639999998;99.72650639999998;99.99929999999998;99.99929999999998;
8.603333333333326;19160.0;99.72650639999998;99.72650639999998;99.99929999999998;99.99929999999998;
8.703333333333326;19160.0;99.72650639999998;99.72650639999998;99.99929999999998;99.99929999999998;
8.803333333333326;19160.0;99.72650639999998;99.72650639999998;99.99929999999998;99.99929999999998;
8.903333333333325;19160.0;99.59000959999997;99.59000959999997;99.99919999999997;99.99919999999997;
